YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
1981,3,9,22.27,17.98,20.12,22.3,13.92,79.94,23.59,93.58,2.09,2.92,0.41,2.51,220.12,4.28,6,0.62,5.38,218.38
1981,3,10,23.19,19.42,21.3,23.21,15.26,81.94,2.35,93.24,1.9,2.41,1.22,1.2,175.88,4.05,5.6,2.59,3.02,173.88
1981,3,11,21.42,17.68,19.55,21.33,13.61,81.25,0.13,93.46,2.04,3.03,1.23,1.8,157.44,4.11,6.12,2.53,3.59,157.94
1981,3,12,21.72,17.88,19.8,21.8,13.85,81.88,15.67,93.28,1.49,2.12,0.87,1.26,190.69,3.1,4.05,1.59,2.47,216.44
1981,3,13,20.83,18.33,19.58,20.9,14.22,87.12,4.47,93.15,1.8,3.22,0.7,2.52,152.94,3.45,7.07,0.99,6.07,150.69
1981,3,14,19.33,13.21,16.27,19.33,10.38,72.62,0.31,93.14,1.84,2.73,1.31,1.42,177.94,4.12,6.45,1.34,5.11,179.69
1981,3,15,18.3,12.81,15.55,18.32,9.89,74,0.11,93.4,2.41,4.32,1.15,3.17,218.38,5.34,7.48,1.73,5.75,219.69
1981,3,16,15.73,10.3,13.01,15.8,8.36,74,0,94.11,1.97,2.95,0.53,2.42,144.19,3.95,5.66,0.82,4.84,140.12
1981,3,17,18.28,13.18,15.73,18.37,10.25,74.88,0.03,93.66,2.27,3.39,1.06,2.33,201.62,4.54,5.67,1.27,4.41,199.75
1981,3,18,18.23,15.09,16.65,18.29,11.6,83.88,5.61,93.57,1.59,2.55,0.29,2.27,184.5,3.39,5.65,0.44,5.22,180.94
1981,3,19,16.68,14.41,15.55,16.81,10.93,87.81,1.61,94.01,1.61,2.26,0.9,1.36,108,2.87,3.44,2.2,1.23,108.88
1981,3,20,19.33,15.2,17.26,19.4,11.54,80.56,0,93.86,1.58,2.77,0.96,1.8,202.94,3.46,5.56,1,4.56,213.69
1981,3,21,20.06,15.23,17.64,20.09,11.54,76.81,0,93.7,2.49,3.59,1.8,1.79,175.06,5.07,5.9,3.12,2.79,173.69
1981,3,22,19.3,15.65,17.48,19.34,12.02,82.12,0.2,93.2,2.48,3.95,1.34,2.61,228.75,5.15,7,4.07,2.94,257.88
1981,3,23,17.1,11.3,14.2,17.08,9.16,72.5,0.36,93.91,2.66,4.89,1.32,3.56,178.38,5.54,9.05,3.67,5.38,179.06
1981,3,24,16.09,9.78,12.94,15.94,8.12,69.62,0,94.31,1.87,2.55,0.88,1.67,155.19,3.7,6.04,1.63,4.41,152.12
1981,3,25,20.25,16.17,18.21,20.29,12.39,79.81,1.66,93.92,2.25,3.06,1.52,1.54,189.19,5.03,5.94,4.05,1.89,202.06
1981,3,26,19.81,17.48,18.65,19.81,13.37,87.06,14.04,93.85,2.11,3.17,1.35,1.82,159.94,4.69,5.5,3.35,2.16,158.88
1981,3,27,19.23,17.15,18.19,18.9,13.06,88.88,7.14,93.74,1.56,2.35,0.24,2.11,189.19,3.22,4.49,0.27,4.23,189.06
1981,3,28,19.26,16.69,17.98,18.65,12.76,86.19,0.25,93.67,1.39,1.98,0.65,1.33,200.5,2.59,4.01,1.13,2.87,203.25
1981,3,29,18.65,15.05,16.86,18.19,11.41,81.12,0,93.78,1.73,2.47,0.98,1.48,174.06,2.87,3.73,1.45,2.27,175.94
1981,3,30,18.2,13.74,15.97,17.8,10.5,78.62,0.08,93.93,1.65,2.83,0.3,2.52,146.5,2.73,4.63,0.31,4.32,148.75
1981,3,31,17.8,13.83,15.81,17.8,10.56,81.06,0.96,94,1.86,3,1.22,1.78,172.19,3.89,4.66,3.2,1.46,155.06
1981,4,1,17.6,14.94,16.27,17.65,11.35,85.94,1.3,94.02,1.68,3.12,0.97,2.15,201.88,3.27,4.65,1.94,2.71,200.88
1981,4,2,17.6,14.65,16.13,17.01,11.17,84.19,0,93.73,1.68,2.83,0.52,2.3,142.56,2.82,4.15,0.72,3.43,141
1981,4,3,18.81,15.73,17.27,18.8,11.9,83.88,0,93.92,1.63,2.4,0.53,1.87,139.56,3.38,4.73,0.73,4,140.69
1981,4,4,19.2,16.83,18.01,19.29,12.82,87.5,16.75,93.8,2.27,3.39,1.42,1.97,147.5,4.42,5.36,3.25,2.11,146.06
1981,4,5,20,17.22,18.61,20.03,13.12,85.25,0.59,93.8,1.94,3.39,1.11,2.28,184.38,4.26,5.69,3.13,2.55,183.06
1981,4,6,20.32,18.03,19.17,20.23,13.85,88.06,25.65,93.66,1.95,3.48,0.59,2.89,155.25,3.93,5.94,0.96,4.98,154.56
1981,4,7,21.08,19.06,20.07,21,14.83,89.44,8.17,93.69,1.44,2.64,0.41,2.23,132.94,2.87,4.33,0.59,3.73,146.12
1981,4,8,21.6,20.34,20.97,21.3,16.05,92.94,55.45,93.55,1.91,3.96,0.32,3.64,158.81,3.77,7.25,0.4,6.85,156.75
1981,4,9,22.15,19.58,20.87,21.94,15.32,86.25,2.68,93.55,1.77,2.89,0.73,2.16,156,4.09,5.88,1.2,4.69,170.38
1981,4,10,18.84,17.9,18.37,18.75,13.73,94.19,0.05,93.52,1.86,3.48,0.83,2.66,109,3.45,6.36,1.48,4.88,105.88
1981,4,11,19.51,16.45,17.98,19.29,12.51,84.56,0.08,93.62,1.39,2.37,0.16,2.2,159.19,2.85,5.25,0.25,5,161.69
1981,4,12,18.88,16.94,17.9,18.47,12.88,89.19,0.4,93.87,1.31,2.99,0.08,2.91,138.38,2.3,4.46,0.16,4.3,137.81
1981,4,13,18.28,17.4,17.83,18.08,13.24,94.75,7.66,93.93,1.2,1.98,0.38,1.61,66.69,2.36,3.39,0.8,2.6,64.81
1981,4,14,17.33,15.36,16.35,17.41,11.6,89.38,6.55,94.28,1.2,1.97,0.77,1.2,95.06,2.34,3.09,1.36,1.73,95.81
1981,4,15,15.7,13.36,14.53,15.81,10.19,87.25,0.2,94.29,1.55,2.91,0.75,2.16,54.44,3.06,4.48,1.43,3.05,51.81
1981,4,16,15.8,13.62,14.71,15.93,10.38,87.69,0.25,94.21,2.23,3.36,1.15,2.22,37.5,4.28,5.42,3.3,2.12,35.44
1981,4,17,15.76,13.65,14.7,15.87,10.38,88.12,0.23,94.43,2.16,2.87,1.17,1.7,51.56,3.97,4.54,2.97,1.57,49.44
1981,4,18,16.19,14.26,15.23,16.28,10.8,89.19,1.04,94.2,1.55,2.52,1.09,1.44,59.38,3.27,3.89,2.44,1.45,57.44
1981,4,19,17.56,15.44,16.5,17.58,11.78,88.25,18.76,93.75,1.57,2.25,1.15,1.1,167.94,3.52,4.05,2.61,1.44,180.62
1981,4,20,18.44,15.63,17.04,18.19,11.9,85.5,4.4,93.7,1.79,2.71,1.08,1.64,169.44,3.89,4.98,2.13,2.86,198.06
1981,4,21,17.43,14.69,16.06,17.39,11.17,85.88,0.26,93.67,1.46,2.11,0.33,1.78,197,3.45,6.09,0.48,5.6,211.44
1981,4,22,17.94,13.73,15.83,17.62,10.56,79.25,2.04,93.24,1.77,2.56,1.02,1.55,294.94,3.86,5.7,2.22,3.48,294.88
1981,4,23,12.86,8.82,10.84,12.79,7.63,78.38,2.64,93.72,2.02,3.06,0.85,2.21,168.5,3.8,6.88,1.34,5.53,170.19
1981,4,24,10.17,7.25,8.71,10.16,6.77,83.88,5.12,93.66,1.84,2.84,1.28,1.55,182.62,3.73,4.27,2.24,2.02,180.5
1981,4,25,12.78,9.92,11.35,12.81,8.3,84.31,0.03,93.35,1.62,1.95,0.89,1.06,194.62,3.45,5,2.27,2.73,206.62
1981,4,26,14.38,11.62,13,14.33,9.16,85.38,1.94,93.46,1.59,2.34,0.9,1.45,153.38,3.35,5.01,1.54,3.47,155.31
1981,4,27,14.08,10.72,12.4,13.97,8.61,83.12,0.41,93.57,1.27,2.18,0.18,2,177.62,2.48,4.69,0.26,4.43,183.94
1981,4,28,11.23,6.79,9.01,10.77,6.53,78,0.02,94.25,1.8,2.74,0.62,2.12,193.88,3.48,4.73,0.81,3.91,195.19
1981,4,29,11.57,6.87,9.23,11.13,6.65,77.06,0,94.17,1.91,2.32,0.89,1.42,204.19,3.66,5.57,1.24,4.33,217.81
1981,4,30,13.88,8.96,11.42,13.59,7.63,76.06,0,93.99,1.97,2.41,1.39,1.02,206.12,4.36,6.81,2.3,4.52,207.5
1981,5,1,14.76,10.52,12.64,14.08,8.54,78.69,0,93.53,2.14,2.69,1.22,1.48,204.62,4.15,6.34,2.77,3.57,203.44
1981,5,2,16.77,13.08,14.93,16.73,10.25,80.88,0,92.79,2.41,2.97,1.49,1.48,244.06,4.78,6.21,2.95,3.26,258.06
1981,5,3,17.2,13.59,15.4,16.77,10.5,81.38,0,93.15,2.01,3.26,1.16,2.09,187,3.84,6.38,1.65,4.73,188.81
1981,5,4,19.19,16.77,17.98,19.12,12.94,87.06,0,92.9,2.95,4.44,1.68,2.76,330.25,5.79,7.6,4.27,3.34,329.31
1981,5,5,16.05,11.26,13.65,15.96,9.16,74.69,0,93.48,3.16,4.78,1.41,3.37,199.19,6.17,7.95,2.69,5.27,199.69
1981,5,6,15.58,12.26,13.92,15.49,9.95,82.31,0.25,93.43,1.62,2.59,0.8,1.78,180.62,3.38,5.47,1.27,4.2,192.06
1981,5,7,21.29,19.14,20.22,21.23,15.01,88.5,0.25,92.91,2.86,5.05,1.78,3.27,211.06,6.14,8.79,4.82,3.97,270.56
1981,5,8,16.55,11.44,14,16.46,9.34,74.25,0.01,93.62,2.88,4.14,1.27,2.87,188.5,5.55,7,3.11,3.89,187.44
1981,5,9,13.12,9.15,11.13,12.56,7.81,78.88,0.01,93.62,1.45,2.04,0.74,1.3,143.69,2.55,4.34,1.09,3.24,141.25
1981,5,10,16.35,13.51,14.93,16.14,10.5,85.19,0.83,93.26,1.51,2.12,0.74,1.38,163.5,3.17,4.93,1.2,3.73,219.88
1981,5,11,17.65,16.44,17.05,17.41,12.63,92.88,25.65,93.27,1.45,2.39,0.27,2.13,154.69,2.55,3.45,0.66,2.79,153.31
1981,5,12,20.21,17.69,18.95,19.9,13.67,87,0.85,93.16,1.41,2.45,0.39,2.06,199.38,2.71,4.9,0.45,4.45,203.88
1981,5,13,15.51,13.25,14.38,15.24,10.25,87.31,0.11,93.6,1.91,2.79,1.03,1.77,183.94,3.48,4.73,1.99,2.74,184.06
1981,5,14,13.44,8.34,10.89,12.65,7.39,75.44,0,93.7,1.82,2.3,0.86,1.43,178.75,3.48,5.77,1.14,4.63,176.56
1981,5,15,14.17,11.54,12.86,14.17,9.22,85.69,0.51,93.61,2.59,3.68,1.89,1.79,177.25,5.17,6.57,3.62,2.95,175.69
1981,5,16,15.62,13.14,14.38,15.66,10.13,87.06,0.5,93.86,1.63,2.44,1.16,1.27,221.06,3.55,4.96,1.7,3.27,234.44
1981,5,17,15.84,14.69,15.26,15.85,11.17,92.12,0.17,93.7,1.77,2.78,1.19,1.59,197.38,3.68,4.85,2.55,2.3,195.62
1981,5,18,19.45,15.59,17.52,18.62,11.9,81.38,0.14,93.3,1.27,2.02,0.23,1.78,196.25,2.57,5.21,0.26,4.95,258.44
1981,5,19,13.33,9.61,11.47,13.19,8.3,79.88,0,94.09,2.98,5.31,1.82,3.49,209.62,6.48,8.66,5.09,3.56,210.06
1981,5,20,8.78,2.25,5.51,8.03,4.82,69.06,0,94.8,2.16,2.92,0.44,2.48,211.62,4.23,5.71,0.52,5.19,211.12
1981,5,21,11.22,7.91,9.57,11.26,7.26,82.38,0,93.77,2.7,3.72,1.84,1.88,268.88,5.27,6.13,4.38,1.76,283.62
1981,5,22,16.69,14.46,15.58,16.48,11.11,87.06,0,93.4,2.05,2.86,1.4,1.46,223.06,4.39,6.38,2.54,3.84,251.5
1981,5,23,19.75,16.93,18.34,19.62,13,85.88,0,93.21,2.85,3.66,1.56,2.1,330.69,5.8,6.81,3.88,2.92,330.06
1981,5,24,15.47,10.94,13.21,15.37,9.28,76.81,0,93.7,2.91,4.85,1.63,3.22,209.12,5.85,7.63,4.16,3.47,210.62
1981,5,25,8.98,2.5,5.73,8.32,4.82,67.19,0,94.52,1.69,2.31,1.05,1.27,145.44,3.3,5.68,1.4,4.28,144.44
1981,5,26,7.9,5.37,6.64,7,5.92,84.75,0.27,94.63,1.27,1.67,0.34,1.33,125.44,2.08,2.7,0.69,2.01,122.62
1981,5,27,10.53,8.4,9.46,10.69,7.32,87.81,0.13,94.3,1.68,2.95,0.77,2.18,160.12,2.82,4.22,1.05,3.16,159.25
1981,5,28,14.11,11.57,12.83,14.1,9.16,86.69,0.01,93.77,2.5,3.79,1.7,2.09,302.5,4.95,6.3,3.51,2.8,302.44
1981,5,29,16.79,14.83,15.81,16.73,11.35,88.31,0,93.61,2.08,2.77,0.95,1.83,201.06,4.36,5.94,1.56,4.38,198.62
1981,5,30,17.49,14.75,16.12,17.42,11.29,85.5,0.03,93.2,2.67,3.84,1.59,2.23,295.75,5.5,6.51,3.44,3.08,310.19
1981,5,31,16.85,12.22,14.53,16.83,9.64,78.31,0.14,92.92,2.29,3.3,1.53,1.77,222.5,4.32,6.62,2.33,4.29,225.25
1981,6,1,11.77,6.54,9.15,11.13,6.59,76.38,1.06,93.32,1.33,2.09,0.48,1.6,161.62,2.21,4.59,0.61,3.98,166.56
1981,6,2,9.92,5.15,7.53,9.28,5.92,76.88,0,93.89,1.86,2.54,0.99,1.55,181.31,3.27,5.37,1.57,3.8,184
1981,6,3,9.22,6.41,7.82,9.2,6.35,84.25,0,94.33,1.3,2.77,0.34,2.43,152.88,2.05,4.01,0.43,3.58,151.19
1981,6,4,9.39,6.44,7.91,9.49,6.41,84.06,0,94.19,1.73,2.3,1.01,1.29,202.12,3.46,5.54,2.29,3.25,200.81
1981,6,5,9.16,6.04,7.6,9.12,6.23,83.62,0,93.95,1.79,2.41,1.24,1.17,189.69,3.51,4.98,1.99,2.99,187.56
1981,6,6,10.44,6.43,8.44,9.95,6.41,78.94,0,94.31,1.41,2.13,0.23,1.9,196.25,2.52,3.81,0.34,3.47,198.06
1981,6,7,10.08,6.31,8.19,9.33,6.35,80.56,0,94.32,1.88,2.7,0.46,2.24,184.31,3.33,5.62,0.67,4.95,182
1981,6,8,11.05,7.1,9.08,10.87,6.77,79,0,93.47,2.85,3.67,1.66,2.02,309.56,5.6,6.84,4.32,2.52,310.06
1981,6,9,10.61,7.05,8.83,10.15,6.71,81.5,0,93.68,1.85,2.47,1.26,1.21,170.44,3.37,6.15,1.67,4.48,172.19
1981,6,10,10.05,5.65,7.85,9.45,6.1,76.88,0,94.34,1.66,2.08,0.78,1.3,175.75,2.65,4.27,1.07,3.2,176.75
1981,6,11,8.26,3.93,6.1,7.51,5.43,76.56,0,94.17,1.91,2.3,1.11,1.19,200.38,3.84,6.43,1.68,4.75,244.19
1981,6,12,9.62,3.08,6.35,9.19,5.13,70.38,0,94.27,1.75,3.12,0.38,2.74,278.19,3.94,6.91,1.02,5.89,275.56
1981,6,13,9.69,4.55,7.12,9.33,5.62,74.06,0,94.33,1.96,3.27,0.87,2.4,202.69,3.72,6.56,1.32,5.24,206.81
1981,6,14,9.57,4.76,7.16,9.34,5.8,75.19,0,94.03,2.48,3.52,1.55,1.97,316.62,5.03,6.74,3.12,3.62,315.44
1981,6,15,10.86,5.94,8.4,10.44,6.23,74.38,0,93.72,2.59,3.93,1.22,2.72,211.31,5.33,6.67,2.58,4.09,211.81
1981,6,16,5.93,1.33,3.63,5.7,4.46,74.38,0,94.51,2.45,3.62,1.5,2.13,185.56,4.54,6.54,2.49,4.05,186.75
1981,6,17,4.33,-1.1,1.62,3.9,3.72,72.88,0,94.62,1.75,2.64,0.78,1.85,197.75,3.37,6.53,0.8,5.73,199.5
1981,6,18,6.38,1.44,3.91,5.99,4.52,74.38,0,94.07,2.16,3.03,1.37,1.66,280.69,4.38,6.03,2.71,3.32,294.44
1981,6,19,10.09,4.99,7.54,9.96,5.8,74.12,0,94.07,2.56,3.32,1.46,1.86,201.75,5.09,6.59,2.2,4.39,200.69
1981,6,20,10.01,4.91,7.46,9.97,5.8,72.88,0,93.8,3.27,4.38,2.38,1.99,222.06,5.98,7.12,3.62,3.5,222.56
1981,6,21,10.39,7.16,8.78,10.43,6.77,82.81,0.01,93.72,1.82,2.5,0.64,1.86,223.88,3.48,5.34,1.2,4.14,228.25
1981,6,22,8.17,4.8,6.48,7.95,5.74,81.75,0.01,94.21,1.7,2.48,0.82,1.66,187.81,3.39,5.4,1.38,4.02,189.31
1981,6,23,9.2,2.94,6.07,8.15,5,69.75,0,94.01,1.48,2.68,0.31,2.37,220,2.83,5.71,0.53,5.18,228.88
1981,6,24,12.73,3.53,8.12,12.55,5.31,56.88,0,93.3,3.53,4.48,2.11,2.37,303.06,6.72,8.55,4.34,4.22,303.12
1981,6,25,8.58,1.8,5.19,8.43,4.82,67,0,93.66,3.45,5.62,1.73,3.89,203.88,6.44,9.16,3.73,5.43,204.38
